timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1606134399639,200,HTTP Request B1,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134399846,200,HTTP Request B2,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134400053,200,HTTP Request D1,200,OK,Thread Group  1-2,,true,,257,1,1,199,0
1606134400259,274,HTTP Request D5,200,OK,Thread Group  1-2,,true,,257,1,1,274,0
1606134400539,200,HTTP Request A3,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134400746,199,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,1,1,199,0
1606134400951,219,HTTP Request A2,200,OK,Thread Group  1-2,,true,,257,1,1,219,0
1606134401176,201,HTTP Request B6,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606134401383,200,HTTP Request B6,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134401589,200,HTTP Request A3,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134401795,205,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,1,1,205,0
1606134402006,200,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134402209,199,HTTP Request B3,200,OK,Thread Group  1-2,,true,,257,1,1,199,0
1606134402411,201,HTTP Request B3,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606134402620,200,HTTP Request B2,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134402827,201,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606134403034,200,HTTP Request A2,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134403240,201,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606134403448,200,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134403656,201,HTTP Request A3,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606134403865,200,HTTP Request D3,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134404072,272,HTTP Request B5,200,OK,Thread Group  1-2,,true,,257,1,1,272,0
1606134404351,200,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134404557,400,HTTP Request A2,200,OK,Thread Group  1-2,,true,,257,1,1,400,0
1606134404966,402,HTTP Request A3,200,OK,Thread Group  1-2,,true,,257,1,1,402,0
1606134405376,200,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134405582,200,HTTP Request B5,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134405788,201,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606134405995,200,HTTP Request B3,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134406201,201,HTTP Request B1,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606134406407,201,HTTP Request A3,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606134406614,200,HTTP Request A1 ,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134406822,200,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134407028,202,HTTP Request B6,200,OK,Thread Group  1-2,,true,,257,1,1,202,0
1606134407232,200,HTTP Request B3,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134407434,200,HTTP Request A2,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606134407640,201,HTTP Request B2,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606134407848,263,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,1,1,263,0
1606134408120,362,HTTP Request B4,200,OK,Thread Group  1-2,,true,,257,1,1,362,0
1606134408485,199,HTTP Request B6,200,OK,Thread Group  1-2,,true,,257,1,1,199,0
